date,stock,target,market_cap,price,price_1Y,price_6M,i_revenue,i_inc_lag_days,i_costOfRevenue,i_grossProfit,i_netIncome,i_otherExpenses,i_eps,i_ebitda,i_researchAndDevelopmentExpenses,i_interestIncome,b_cashAndCashEquivalents,b_totalDebt,b_bal_lag_days,b_netDebt,b_totalAssets,b_otherCurrentAssets,b_totalLiabilities,b_totalEquity,b_cashAndShortTermInvestments,b_netReceivables,b_totalCurrentLiabilities,b_totalStockholdersEquity,c_debtRepayment,c_lag_days,c_freeCashFlow,c_dividendsPaid,c_otherFinancingActivites,c_operatingCashFlow,c_capitalExpenditure,e_current_estimated_eps,e_future_estimated_eps,e_current_estim_rev,e_future_estim_rev,price_to_sales,fwd_price_to_sales_diff,est_eps_growth,peRatio,pegRatio,dividend_payout_ratio,est_rev_growth,fcf,fcf_yield,fcf_margin,acid_test,1Y_return,6M_return,div_by_rev_growth,GPRatio,nedDebtToMarketCap,EVGPratio,EVEbitdaRatio,EVRevenue
2022-09-21,JPM,0,333105388000,112.49,165.95,131.49,30709000000,83,0.0,30709000000,8649000000,7567000000.0,2.77,26329000000,0,18646000000.0,669260000000,346634000000,83,-322626000000,3841314000000,783430000000.0,3555171000000,286143000000,876167000000,145442000000,10600000000,286143000000,13647000000,83,66018000000.0,-3344000000,-93398000000,66018000000,0.0,2.89115,2.89617,31867527383,32056129590,10.847158422612264,-0.4558419330534882,0.0017363332929803,40.61010830324909,233.88429207358172,-0.3866342929818476,0.0059183194457882,66018000000.0,0.1981895291348454,2.149793220228597,96.3782075471698,-32.21452244652004,-14.449768043197212,-65.32839204159404,2.149793220228597,-0.9685403227401412,0.3412481031619395,0.3980169394963728,0.3412481031619395
2022-09-21,ABBV,0,248489010000,140.31,108.84,168.91,14583000000,83,4170000000.0,10413000000,924000000,-1533000000.0,0.52,7789000000,1609000000,24000000.0,8521000000,72932000000,83,64411000000,143186000000,4506000000.0,128498000000,14688000000,9961000000,11237000000,34473000000,14653000000,-2000000,83,4862000000.0,-2507000000,-161000000,5005000000,-143000000.0,3.32048,3.57319,14664877978,14960037499,17.039635877391483,-0.4294495716011255,0.0761064665349588,269.8269230769231,35.4538760452084,-2.713203463203463,0.0201269674008057,5148000000.0,0.0207172140128048,0.3530137831721868,0.6149160212340092,28.914002205071665,-16.932094014563965,-134.8043850408803,0.4437358568195844,0.2592106588536853,30.04897820032652,40.17203877262806,21.456491119797025
2022-09-21,LLY,1,267039536000,296.48,230.36,305.84,6488000000,83,1430500000.0,5057500000,952500000,70700000.0,1.06,1521000000,1781900000,10200000.0,2622900000,16813800000,83,14190900000,47063600000,5613400000.0,38404400000,8659200000,2736700000,7672400000,15620600000,8544700000,767600000,83,369700000.0,-883700000,-7600000,820700000,-451000000.0,1.70027,1.91408,6848884427,6887838354,41.15899136868064,-2.389275490415123,0.1257506160786228,279.6981132075472,22.24228571831982,-0.9277690288713912,0.0056876309441628,1271700000.0,0.0047622161835991,0.1960080147965474,0.6663700498060253,28.70289980899462,-3.060423750980892,-163.12046930955597,0.3316276202219482,0.0531415692693534,55.60661117152743,184.89838001314925,43.3462447595561
2022-05-27,DVN,0,49421600000,75.8,31.66,43.42,3812000000,57,2431000000.0,1381000000,989000000,2000000.0,1.51,1843000000,0,1000000.0,2625000000,6722000000,57,4097000000,21778000000,346000000.0,12343000000,9435000000,2625000000,2002000000,3754000000,9300000000,0,57,1299000000.0,-667000000,-81000000,1837000000,-538000000.0,1.74712,2.30991,4046051571,4152168012,12.964742917103882,-1.0621417080081077,0.3221244104583542,50.198675496688736,1.5583629761327464,-0.6744186046511628,0.0262271597724032,2375000000.0,0.048055910775855,0.6230325288562435,1.232551944592435,139.41882501579278,74.57392906494702,-25.714511617106204,0.3407660020986359,0.0828989753468119,38.75351194786386,29.03884970157352,14.039506820566633
2023-04-27,LLY,1,351197895000,390.35,292.37,368.72,6960000000,27,1626700000.0,5333300000,1344900000,104300000.0,1.49,1994800000,1985100000,34200000.0,3545900000,18883600000,27,15337700000,53163000000,3575200000.0,41868100000,11294900000,3669300000,9022100000,16010000000,11190400000,2460500000,27,827100000.0,-1017200000,-281000000,1730600000,-903500000.0,1.72566,1.97915,6863539343,7582701675,50.459467672413794,-4.1437994511659895,0.1468945215164053,261.9798657718121,17.834556596622562,-0.7563387612461893,0.1047800990218641,2634100000.0,0.0075003296930353,0.3784626436781609,0.7927170518425983,33.512330266443215,5.86623996528531,-7.218343638789334,0.404051724137931,0.0436725282764009,68.725853599085,183.74553589332265,52.663160201149424
2023-04-27,MHK,0,6290310400,98.78,153.1,102.44,2806223000,26,2162781000.0,643442000,80200000,566000.0,1.26,309364000,0,17137000.0,572858000,3732222000,26,3159364000,14763457000,556043000.0,6657751000,8111939000,722858000,2052362000,3318373000,8105706000,469237000,26,128783000.0,0,-18287000,257276000,-128493000.0,1.3072,2.64708,2753552803,2947891346,2.24155756687904,-0.1077236965990735,1.025,78.39682539682539,0.7648470770421988,0.0,0.0705773801716342,385769000.0,0.061327498242376,0.1374691177429591,0.8363194854827953,-35.480078380143695,-3.572823115970321,0.0,0.0458919337486721,0.5022588392458344,14.68613239421735,30.545488162811445,3.367399668522423
2023-08-30,ZETA,1,1603495044,7.94,7.01,10.24,171817000,61,62037000.0,109780000,-52159000,-2838000.0,-0.34,-36457000,17343000,2797000.0,117066000,183942000,61,66876000,491206000,7455000.0,353858000,137348000,117066000,122023000,147290000,137348000,0,61,12837000.0,0,101000,20629000,-7792000.0,-0.27857,-0.27571,161972305,178889747,9.33257503041026,-0.3689811358982418,-0.0102667193165092,-23.352941176470587,22.74625462772542,-0.0,0.1044465101611044,28421000.0,0.0177244077593793,0.165414365283994,1.6232534455835426,13.266761768901578,-22.4609375,-0.0,0.1756520018391661,0.0417063964433431,15.215622554199308,-45.81756710645418,9.721803104465796
2023-02-21,LLY,1,295086510000,327.51,249.5,306.82,7301800000,52,1548100000.0,5753700000,1937700000,318500000.0,2.04,2555400000,1995900000,25500000.0,2067000000,16238600000,52,14171600000,49489800000,2954100000.0,38714400000,10775400000,2211800000,8558900000,17138200000,10649800000,-243300000,52,1024100000.0,-884400000,-13700000,1579700000,-555600000.0,1.78291,1.72566,7332491349,6863539343,40.41284477799994,2.5804995088589067,-0.0321104262133254,160.5441176470588,-49.99750441818647,-0.4564174020746245,-0.0639553439178561,2135300000.0,0.0072361830434064,0.2924347421183818,0.6284615653919314,31.26653306613226,6.743367446711426,7.136501410434822,0.4135966474020104,0.0480252384292321,53.74943253906182,121.02140956406042,42.353681284066944
2023-02-21,NVDA,1,510302000000,20.66,23.48,13.47,6051000000,23,2218000000.0,3833000000,1414000000,-19000000.0,0.057,1780000000,1952000000,115000000.0,3389000000,11855000000,23,8466000000,41182000000,791000000.0,19081000000,22101000000,13296000000,3827000000,6563000000,22101000000,0,23,1740000000.0,-98000000,-345000000,2249000000,-509000000.0,0.081085,0.09236,6015051686,6532458383,84.33349859527351,-6.215587989366782,0.1390516125053955,362.4561403508772,26.06630256350412,-0.0693069306930693,0.086018661851944,2758000000.0,0.0054046427409651,0.45579243100314,2.6090202651226573,-12.01022146507666,53.37787676317743,-0.8057197031541935,0.6101470831267559,0.0165901760134195,135.3425515262197,291.44269662921346,85.73260618079657
2023-02-21,IONQ,1,928523647,4.64,14.5,5.63,3807000,52,901000.0,2906000,-18647000,33000.0,-0.0936,-22269000,13696000,3167000.0,44367000,4050000,52,-40317000,597992000,16491000.0,29781000,568211000,355797000,3292000,20160000,568211000,0,52,-17007000.0,0,-1069000,-14913000,-2094000.0,-0.124,-0.112,3180200,3794000,243.89904045179927,0.8357109978580297,-0.096774193548387,-49.57264957264957,5.122507122507123,-0.0,0.1930067291365323,-12819000.0,-0.0138057873285374,-3.367218282111899,17.811954365079366,-68.0,-17.584369449378336,-0.0,-0.8697136853165222,-0.0434205419864767,305.6457835512732,-39.88534047330369,233.3088119254006
2022-04-08,ANSS,0,26365653050,303.05,373.93,370.04,425077000,8,64760000.0,360317000,70988000,4125000.0,0.81,110243000,105274000,527000.0,657421000,867938000,8,210517000,6053183000,69972000.0,1689232000,4363951000,657765000,722141000,634620000,4363951000,0,8,205874000.0,0,-49074000,210936000,-5062000.0,1.1707,1.60116,408346927,468656572,62.02559312783331,-5.767653678730696,0.3676945417271716,374.1358024691358,10.175179667114657,0.0,0.1476921730330543,215998000.0,0.0081924009084994,0.5081385254906758,2.174381519649554,-18.955419463535957,-18.103448275862068,0.0,0.731980323564907,0.0079845168105934,73.75774678963246,241.0690025670564,62.520837518849525
2022-04-08,HIMS,1,971899307,4.78,12.3,7.59,101314000,8,26558000.0,74756000,-16252000,320000.0,-0.0802,-15178000,6088000,0.0,48284000,5151000,8,-43133000,382039000,11287000.0,54324000,327715000,203053000,5463000,48500000,327715000,0,8,-20700000.0,0,-22527000,-19403000,-1297000.0,-0.083144,-0.081223,91234604,103887909,9.592941814556724,-0.2376730796743995,-0.0231044934090252,-59.60099750623442,25.7962797327349,-0.0,0.1386897563560422,-18106000.0,-0.018629501914029,-0.1787117278954537,4.299298969072165,-61.138211382113816,-37.0223978919631,-0.0,-0.144224885010956,-0.0443801118998019,12.423970075980524,-61.191613321913294,9.167205983378407
2023-09-29,STZ,0,46125338250,251.33,222.7,228.23,2836800000,29,1386900000.0,1449900000,690000000,0.0,3.76,1087100000,0,110600000.0,83300000,11706500000,29,11623200000,24930000000,603800000.0,15206000000,9724000000,83300000,933200000,2857500000,9390800000,-654500000,29,651600000.0,-163500000,-10000000,956600000,-305000000.0,3.35925,3.01417,2823619289,2537837979,16.25963700296108,1.915415396631051,-0.1027253107092356,66.84308510638299,-6.506973271230357,-0.2369565217391304,-0.1012109922585246,1261600000.0,0.0273515609395016,0.4447264523406655,0.3557305336832896,12.855859901212405,10.121368794637,2.341213305506076,0.2296954314720812,0.2519916479962074,39.82932495344507,53.12164313310643,20.35692972715736
2023-09-29,COIN,1,17814231600,75.08,67.0,69.91,707911000,91,108200000.0,599711000,-97405000,16564000.0,-0.42,-19268000,320667000,0.0,5166733000,3355218000,91,-1811515000,137650575000,124439683000.0,131895872000,5754703000,5482241000,491969000,128538752000,5754703000,-45469000,91,120158000.0,0,-1556923000,151124000,-15735000.0,-0.75568,-0.54911,627599641,650943884,25.16450740276673,2.202262664313277,-0.2733564471734068,-178.76190476190476,6.539516686376345,-0.0,0.0371960744955238,166859000.0,0.0093666122539913,0.235706183404411,0.0464778901852104,12.059701492537313,7.39522242883708,-0.0,0.6227124596170988,-0.1016892022443449,26.68404714937695,-830.5333506331742,22.60554872010747
2023-09-29,QCOM,1,123942960000,111.06,120.91,120.16,8631000000,5,3880000000.0,4751000000,1490000000,7000000.0,1.33,2449000000,2135000000,120000000.0,8450000000,15398000000,5,6948000000,51040000000,1131000000.0,29459000000,21581000000,11324000000,3183000000,9628000000,21581000000,0,5,3797000000.0,-893000000,-25000000,4090000000,-293000000.0,1.9055,2.36978,8509305495,9510855736,14.360208550573514,-1.3284726647207297,0.2436525846234584,83.50375939849624,3.427164933527927,-0.5993288590604027,0.1177005857397531,4383000000.0,0.0353630411924969,0.5078206465067779,1.5067511425010387,-8.146555289057973,-7.573235685752326,-5.091978559780273,0.6872900011586143,0.056058044765108,27.550191538623448,53.44669661086158,15.165213764337851
2023-10-31,DOW,0,34012024000,48.34,49.65,51.06,10730000000,31,9592000000.0,1138000000,302000000,92000000.0,0.43,1234000000,197000000,44000000.0,3080000000,16270000000,31,13190000000,58288000000,3109000000.0,38208000000,20080000000,3080000000,5898000000,10248000000,19567000000,0,31,1010000000.0,-492000000,112000000,1658000000,-648000000.0,0.44428,0.40314,10360202082,10376701230,3.1698065237651445,0.107923387323372,-0.0925992617268389,112.4186046511628,-12.140334874676372,-1.6291390728476822,0.0015925507890107,2306000000.0,0.0677995522995044,0.2149114631873252,0.8760733801717409,-2.638469284994955,-5.327066196631412,-1022.974641744174,0.1124883504193849,0.3878040307157257,41.47805272407733,38.25123500810373,4.39907027027027
2023-10-31,TEL,0,36651350000,117.85,117.15,120.01,4035000000,32,2750000000.0,1285000000,552000000,-3000000.0,1.76,876000000,174000000,21000000.0,1661000000,4211000000,32,2550000000,21712000000,712000000.0,10057000000,11655000000,1661000000,2967000000,4463000000,11551000000,42000000,32,944000000.0,-184000000,6000000,1138000000,-194000000.0,1.75645,1.71188,4010372500,3874012639,9.083358116480792,0.3774654314415553,-0.0253750462580773,66.96022727272727,-26.388218800354903,-0.3333333333333333,-0.0340017943470338,1332000000.0,0.0363424539614502,0.3301115241635687,1.0369706475464937,0.5975245411865033,-1.7998500124989671,9.803404194826316,0.2770755885997522,0.0695745177189926,30.50688715953308,44.750399543379,9.71532837670384
2023-10-31,APP,1,12285270676,36.44,15.18,22.88,864256000,31,265049000.0,599207000,108639000,0.0,0.32,308346000,159288000,1490000.0,332491000,3187989000,31,2855498000,5005228000,119161000.0,3909438000,1095790000,332491000,849140000,805474000,1095790000,-88378000,31,196793000.0,0,-54284000,199066000,-2273000.0,0.26979,0.34622,796399563,928664701,14.214851474563092,-0.9858887899999368,0.2832944141739874,113.875,4.019669795891662,0.0,0.1660788681271539,201339000.0,0.016388649897094,0.2329622241558057,1.4670007970462111,140.05270092226613,59.26573426573426,0.0,0.412008710382109,0.2324326484379691,25.26801034700863,49.10317849428888,17.518847049948164
2023-10-31,MNDY,1,6343030257,129.99,80.03,149.84,189190000,31,21707000.0,167483000,7488000,0.0,0.15,-190000,38433000,11555000.0,1054270000,63910000,31,-990360000,1200408000,27909000.0,437987000,762421000,1054270000,13806000,388678000,762421000,0,31,64890000.0,0,3000,66579000,-1689000.0,0.20515,0.32497,182497196,197969430,33.5273019557059,-1.4868487554314953,0.5840604435778698,866.6000000000001,14.837505424803876,0.0,0.0847806669862478,68268000.0,0.0107626792296412,0.3608435963845869,2.747971328451829,62.426590028739234,-13.247463961558992,0.0,0.5461335165706432,-0.1561335765200024,31.959483989419823,-28171.94872105263,28.29256439029547
2023-10-31,PLTR,1,32370767200,14.8,7.21,9.47,558159000,31,107922000.0,450237000,71505000,3864000.0,0.0331,89374000,105708000,36864000.0,1040310000,236271000,31,-804039000,4193417000,95554000.0,921520000,3271897000,3283574000,430269000,688925000,3190015000,0,31,131878000.0,0,50940000,133443000,-1565000.0,0.056509,0.075634,555506675,602875005,57.99560197004797,-4.301607474455963,0.3384416641596915,447.1299093655589,13.211432182137704,0.0,0.0852704965246367,135008000.0,0.0041706765603009,0.2418808977370247,5.390779838153645,105.2704576976422,56.28299894403379,0.0,0.4256600717716636,-0.0248384289143446,70.11135957284719,353.1981135453264,56.5550823331703
2022-08-05,CMI,0,31044822000,220.02,237.72,218.05,6586000000,36,4860000000.0,1726000000,702000000,3000000.0,4.97,956000000,299000000,7000000.0,2462000000,4425000000,36,1963000000,24477000000,843000000.0,14822000000,9655000000,2998000000,4156000000,7671000000,8738000000,389000000,36,439000000.0,-204000000,-43000000,599000000,-160000000.0,4.35484,4.8269,6481075094,6579327419,4.713759793501366,0.0047805713310227,0.1083989308447612,44.26961770623743,4.083953352790557,-0.2905982905982906,0.0151598806640829,759000000.0,0.0244485215602138,0.1152444579410871,0.9326033111719464,-7.445734477536593,0.9034625085989446,-19.168903571040744,0.1120558761008199,0.0632311565516465,19.12388296639629,34.52701046025105,5.011816276951109
2022-08-05,SPG,0,34855959319,106.5,133.67,140.95,1279842000,36,244447000.0,1035395000,497577000,379210000.0,1.51,925034000,0,0.0,541240000,25388408000,36,24847168000,33079036000,345000000.0,28982034000,4097002000,541240000,828876000,3049690000,3071332000,-167808000,36,946246000.0,-640020000,-72184000,1100942000,-154696000.0,1.46941,1.48088,1222667324,1239477533,27.234579986435826,0.886913458173467,0.0078058540502649,70.52980132450331,90.35500903595432,-1.2862732803164134,0.0137488004054977,1255638000.0,0.0360236247841714,0.9810882905858692,0.4492640235564926,-20.326176404578437,-24.441291238027663,-93.55530972739072,0.7393459505157668,0.7128527943414198,57.66217464735681,64.54154908792542,46.64882643248151
2021-06-17,CBOE,0,12536184000,117.38,95.09,93.12,1010800000,78,717600000.0,293200000,136800000,600000.0,1.27,250000000,0,100000.0,263300000,1316900000,78,1053600000,6958100000,1299500000.0,3553900000,3404200000,358800000,374800000,1694100000,3404200000,-20000000,78,589200000.0,-45300000,-6600000,599100000,-9900000.0,1.41183,1.35914,354764909,346644244,12.402239810051444,23.762168562470094,-0.0373203572668096,92.42519685039368,-24.76535693097202,-0.3311403508771929,-0.02289027125848,609000000.0,0.0485793763078142,0.6024930747922438,0.4330322885307833,23.440950678304752,26.05240549828178,14.466423186423208,0.5829046299960428,0.0840447140852431,46.34987721691678,54.359136,13.44458250890384
2021-06-17,DVN,1,18678430000,27.59,11.7,15.81,1762000000,78,1479000000.0,283000000,213000000,29000000.0,0.33,533000000,0,1000000.0,1878000000,7528000000,78,5650000000,20457000000,334000000.0,11971000000,8486000000,1878000000,1255000000,2945000000,8353000000,-560000000,78,93000000.0,-203000000,-28000000,592000000,-499000000.0,0.32879,0.52103,2049995093,2359040145,10.600698070374577,-2.6828887700161026,0.5846893153684721,83.6060606060606,1.429922839506173,-0.9530516431924884,0.1507540447561451,1091000000.0,0.0584096200804885,0.6191827468785471,1.0638370118845502,135.81196581196582,74.50980392156862,-6.321897662740084,0.0527809307604994,0.3024879500043633,85.96618374558304,45.64433395872421,13.807281498297389
2021-06-29,MTB,0,18766275638,145.85,98.54,149.65,1486993000,90,0.0,1486993000,428091000,0.0,3.33,672354000,0,1016962000.0,32666216000,3557460000,90,-29108756000,150481060000,0.0,134034552000,16446508000,36897498000,0,58957000,16446508000,-852945000,90,963721000.0,-163332000,8660533000,994737000,-31016000.0,2.99741,3.65047,1484737375,1492752756,12.62028512440879,-0.0486951122179171,0.217874765213968,43.7987987987988,2.010274056097564,-0.3815357015214055,0.0053985177008156,1025753000.0,0.0546593804645469,0.6898169661861219,625.8374408467188,48.01096001623705,-2.539258269295029,-70.67415958713318,0.6481005626791787,-1.551120561240048,-6.955298620773601,-15.382492499486878,-6.955298620773601
2021-06-29,SNPS,0,42154734300,276.18,197.63,258.58,1024323000,60,213986000.0,810337000,195078000,21764000.0,1.28,243669000,362345000,447000.0,1457918000,692128000,60,-765790000,8339565000,389529000.0,3247060000,5092505000,1457918000,612285000,2255700000,5088135000,-7500000,60,509804000.0,0,43927000,526338000,-16534000.0,1.52504,1.77805,988965910,1046291853,41.15375159983716,-0.8640999322541134,0.1659038451450453,215.765625,13.005462580530416,0.0,0.0579655399850941,542872000.0,0.0128780790346483,0.5299812656749873,0.9177652170058076,39.74598998127815,6.806404207595337,0.0,0.8514394385364773,-0.0181661683489723,51.07621187234447,169.85724199631468,40.406145620082725
2023-11-13,ZETA,1,1711188308,8.17,8.21,8.81,188984000,44,73480000.0,115504000,-43086000,13233000.0,-0.27,-26369000,18062000,2894000.0,120796000,184044000,44,63248000,511345000,8328000.0,361567000,149778000,120796000,140408000,162538000,149778000,0,44,13454000.0,0,-6081000,22828000,-9374000.0,-0.27571,-0.17714,178889747,207532030,9.054672924692037,-0.8092550583511162,-0.3575133292227341,-30.259259259259256,0.8463812894765514,-0.0,0.1601113729564389,32202000.0,0.0188185016514266,0.1703953773864454,1.6070334321820128,-0.4872107186358211,-7.2644721906924,-0.0,0.1667654404605681,0.0369614493649286,15.362552881285495,-67.2925142402063,9.389346759514034
2023-11-13,MHK,1,5069803630,79.61,99.57,95.1,2766186000,44,2074179000.0,692007000,-760459000,8551000.0,-11.94,-575621000,0,20144000.0,518452000,3019649000,44,2501197000,13138495000,523017000.0,5867105000,7277263000,518452000,1943147000,3188574000,7271390000,-426255000,44,384615000.0,0,-3751000,512034000,-127419000.0,2.6501,1.85418,2740079795,2561850436,1.832777560872624,0.1461840360876756,-0.3003358363835327,-6.66750418760469,0.2220016188507788,-0.0,-0.0650453170470533,639453000.0,0.1261297372971426,0.2311677522769618,0.7720062322530385,-20.046198654213114,-16.288117770767606,0.0,0.1390416262680817,0.4933518500005492,10.94064168426042,-13.152752644535209,2.736981761168628
2023-11-13,NTAP,0,15808439999,76.74,72.52,69.83,1562000000,17,452000000.0,1110000000,233000000,11000000.0,1.12,380000000,262000000,25000000.0,2620000000,2391000000,17,-229000000,9073000000,464000000.0,8303000000,770000000,2620000000,787000000,3733000000,770000000,0,17,97000000.0,-103000000,-18000000,135000000,-38000000.0,1.39309,1.68896,1528215062,1590520510,10.120640204225351,-0.181478841886177,0.2123839809344694,68.51785714285714,3.2261311253977367,-0.4420600858369098,0.0407700784721097,173000000.0,0.0109435213095627,0.1107554417413572,0.9126707741762656,5.819084390512961,9.895460403837887,-10.842757787167802,0.2298335467349551,-0.0144859328317332,14.03553153063063,40.998526313157896,9.974033290012803
2023-11-13,RKLB,1,2108534435,4.33,4.32,4.45,67661000,44,52694000.0,14967000,-40568000,1176000.0,-0.0838,-31067000,26626000,0.0,140904000,162110000,44,21206000,950493000,63241000.0,364691000,585802000,288417000,52188000,303751000,585802000,-88000,44,-46248000.0,0,948000,-25201000,-21047000.0,-0.04614,-0.08335,67564286,62900789,31.16321714133696,2.3583724686121315,0.8064586042479409,-51.67064439140812,-0.6407104359633353,-0.0,-0.069023107859084,-4154000.0,-0.0019700887645214,-0.0613943039564889,1.1213296417131138,0.2314814814814765,-2.696629213483148,0.0,-0.2900045816644743,0.010057222518161,142.29574630854546,-68.55314111436573,31.476632550509155
2021-05-18,AMD,1,91124827583,74.44,53.19,92.63,3445000000,52,1858000000.0,1587000000,555000000,0.0,0.46,758000000,610000000,9000000.0,1763000000,551000000,52,-1212000000,10047000000,243000000.0,3570000000,6477000000,3116000000,2185000000,2864000000,6477000000,0,52,832000000.0,0,2000000,898000000,-66000000.0,0.43775,0.54151,3184473961,3619646232,26.451328761393324,-1.2762641991723171,0.237030268418047,161.82608695652172,6.827232995876766,0.0,0.1366543662562546,964000000.0,0.0105788951877242,0.2798258345428157,1.8509078212290504,39.95111863132168,-19.63726654431609,0.0,0.418577648766328,-0.0133004366883006,56.65584598802773,118.61850604617416,26.099514537880985
2021-02-02,EOG,1,29730800000,51.26,74.79,46.35,2883641000,33,1250632000.0,1633009000,337466000,-6781000.0,0.58,1594268000,0,0.0,3328928000,6111494000,33,2782566000,35804601000,293987000.0,15502714000,20301887000,3328928000,1545293000,3460104000,20301887000,-6135000,33,280076000.0,-219581000,7541000,1121238000,-841162000.0,0.36004,1.51063,2891837496,3766158062,10.310159967901692,-2.4159612883562023,3.195728252416397,88.37931034482759,0.2765545233015386,-0.6506759199445278,0.3023408359596151,1962400000.0,0.0660056237975433,0.68052854013381,1.4086920508747711,-31.461425324241212,10.593311758360294,-2.152127144450448,0.0971258211407037,0.0935920325050116,19.91009602519031,20.393914950309483,11.275108794749416
2023-09-22,VST,1,12177456728,33.22,21.0,24.07,3189000000,84,1920000000.0,1269000000,476000000,-5000000.0,1.18,1227000000,0,12000000.0,643000000,12256000000,84,11613000000,30472000000,5885000000.0,25098000000,5374000000,643000000,1707000000,7626000000,5359000000,-613000000,84,1135000000.0,-151000000,17000000,1577000000,-442000000.0,0.8775,1.58817,2804641995,5082521789,3.818581601756037,-1.4226338353627028,0.8098803418803421,28.15254237288136,0.3476136031097891,-0.3172268907563025,0.8121820175483752,2019000000.0,0.1657981666531116,0.6331138287864534,0.3081563073695253,58.19047619047618,38.01412546738678,-0.3905859572142126,0.3559109438695516,0.9536474043301564,18.74740482899921,19.389125287693563,7.460162034493572
2022-11-09,FIS,0,36599960000,61.72,110.44,101.39,2415000000,40,1534000000.0,881000000,249000000,18000000.0,0.41,1353000000,0,0.0,1932000000,18916000000,40,16984000000,78317000000,5288000000.0,32802000000,45515000000,1932000000,3373000000,13671000000,45328000000,1226000000,40,547000000.0,-284000000,-218000000,878000000,-331000000.0,1.74997,1.69899,3606659902,3690608461,15.155262939958591,-5.238209861376815,-0.0291319279759081,150.53658536585365,-51.6740895042532,-1.140562248995984,0.0232759842294661,1209000000.0,0.0330328229866917,0.5006211180124224,0.3880476921951576,-44.11445128576602,-39.1261465627774,-49.00167648129321,0.2265010351966873,0.4640442229991508,60.82174801362088,39.60381374722838,22.187975155279503
2022-11-09,ALGN,1,13537107780,174.58,692.32,276.57,890348000,40,271179000.0,619169000,72700000,-22700000.0,0.93,143656000,76966000,1685000.0,1044523000,120867000,40,-923656000,5912802000,97213000.0,2218180000,3694622000,1090765000,859629000,1809403000,3694622000,0,40,191134000.0,0,-424000,266482000,-75348000.0,2.15998,1.53492,963757528,891812328,15.204288413069946,-0.0249649668930498,-0.2893823090954545,187.72043010752688,-6.486935248194669,0.0,-0.0746507268786802,341830000.0,0.0252513317878008,0.383928531315845,1.0779212812181698,-74.78333718511671,-36.87674006580612,-0.0,0.3011182144509787,-0.0682314136084982,20.371581555278123,87.8031671493011,14.166878321734872
2022-11-09,DE,0,118173984000,397.09,353.52,342.97,15276000000,10,10428000000.0,4848000000,2246000000,-74000000.0,7.48,4705000000,576000000,0.0,4774000000,51878000000,10,47104000000,90030000000,1061000000.0,69673000000,20357000000,5508000000,48980000000,33125000000,20262000000,1795000000,10,2806000000.0,-342000000,-30000000,4281000000,-1475000000.0,7.11213,5.54224,13442736267,11336525333,7.735924587588374,2.688255708291357,-0.2207341541844707,53.08689839572192,-2.4050151455653945,-0.1522707034728406,-0.1566802243357587,5756000000.0,0.0487078441901391,0.3768002094789212,1.644920754716981,12.324620954967186,15.779805813919568,0.9718565576376204,0.2213930348258706,0.3985987304955378,34.091993399339934,35.12815812964931,10.819454307410316
2023-08-16,HSY,0,44936187700,219.49,233.38,236.65,2490280000,45,1358181000.0,1132099000,406983000,-84484000.0,1.99,652964000,0,3511000.0,446161000,5239947000,45,4793786000,11525676000,285051000.0,7830891000,3694785000,446161000,764269000,2726057000,3694785000,249596000,45,139999000.0,-206190000,2163000,294411000,-154412000.0,1.91304,2.45589,2497747455,2950558568,18.04463261159388,-2.814910284658524,0.2837630159327562,110.2964824120603,3.886922404228936,-0.5066304980797723,0.1812877887608537,448823000.0,0.009988007950216,0.1802299339833271,0.4440222636577298,-5.951666809495238,-7.251214874286919,-2.7946200984783114,0.0562181762693351,0.1066798552650695,43.92723048072651,76.1603606018096,19.969631406910068
2023-04-04,ESTC,1,5449196236,56.19,87.47,64.48,274566000,63,75208000.0,199358000,-72574000,5460000.0,-0.76,-58842000,77472000,6265000.0,877683000,596847000,63,-280836000,1627969000,86255000.0,1242980000,384989000,877683000,200790000,617109000,384989000,0,63,6973000.0,0,0,7170000,-197000.0,0.053148,0.092859,272903827,277634590,19.84658055258117,-0.2193567401592346,0.7471776924813727,-73.93421052631578,-0.989513087319038,-0.0,0.0173349089750947,7367000.0,0.0013519425032503,0.0268314357932154,1.747621570905626,-35.76083228535498,-12.85669975186105,-0.0,0.3075581098897897,-0.0515371419631876,25.92502049579149,-87.83454396519492,18.82374451315895
2023-04-04,RKLB,1,1856577770,3.87,8.2,4.35,54895000,4,48538000.0,6357000,-45617000,1477000.0,-0.0958,-36540000,23905000,685000.0,208365000,153006000,4,-55359000,990908000,64087000.0,350890000,640018000,398722000,73994000,197295000,640018000,-78000,4,-38059000.0,0,2136000,-25385000,-12674000.0,-0.082833,-0.065067,52853571,61783333,33.82052591310684,-3.7707102128111,-0.2144797363369671,-40.39665970772443,1.8834720891421464,-0.0,0.1689528603469385,-12711000.0,-0.0068464678428202,-0.2315511430913562,2.395985706682886,-52.80487804878048,-11.03448275862068,-0.0,-0.2578376901357136,-0.0298177651884736,283.34415132924335,-49.29443814997264,32.81207341287913
