date,symbol,price,ratio,to_buy
2023-11-02,HIMS,6.08,6.583398909816986,1
2023-11-02,UA,6.59,5.219422004135666,1
2023-11-02,UAA,7.01,5.219422004135666,1
2023-11-02,GPS,13.53,5.9319794344473005,1
2023-11-02,RF,15.43,6.267813677975229,1
2023-11-02,KSS,23.61,6.130850439882698,1
2023-11-02,CFG,24.9,6.774400777953786,1
2023-11-02,USB,34.34,7.726768571428571,1
2023-11-02,KR,45.4,6.7838980753591756,0
2023-11-02,AAP,52.94,6.920556909732745,1
2023-11-02,L,65.14,7.574030951596971,1
2023-11-02,BBY,66.35,7.93815636155914,1
2023-11-02,CNC,68.93,4.897252915531335,1
2023-11-02,HIG,73.62,5.3334856333468235,1
2023-11-02,DFS,85.2,7.809536021760633,1
2023-11-02,PRU,91.67,4.360596384099617,1
2023-11-02,RJF,99.41,4.948326877336052,1
2023-11-02,COF,104.65,4.678820734571856,1
2023-11-02,UHS,126.11,4.351128586445117,1
2023-11-02,PGR,158.77,6.408713271696221,1
2023-11-02,TRV,168.95,4.327802538787024,1
2023-11-02,CB,218.6,7.271043829296424,1
2023-11-02,HCA,227.92,7.303005321542476,1
2023-06-20,UA,6.92,6.853072578200177,1
2023-06-20,UAA,7.53,6.853072578200177,1
2023-06-20,GPS,8.95,6.65613673723229,1
2023-06-20,RF,17.87,6.284066666666667,1
2023-06-20,KSS,22.59,6.732217847769029,1
2023-06-20,HRB,32.9,4.147351339368547,1
2023-06-20,UNM,45.55,4.1370029341400425,1
2023-06-20,KR,45.83,5.034186415468517,0
2023-06-20,AIG,56.08,7.149257208227639,1
2023-06-20,L,58.09,5.733680174464711,1
2023-06-20,AAP,67.98,5.429426034380412,0
2023-06-20,HIG,70.6,5.549561141883255,0
2023-06-20,PFG,73.0,6.310393756651295,1
2023-06-20,RJF,98.88,5.705918382087396,1
2023-06-20,CINF,98.93,6.919503577817531,1
2023-06-20,COF,109.12,4.88522250926654,0
2023-06-20,PGR,129.48,5.723546584415676,1
2023-06-20,UHS,149.12,5.056648782894023,0
2023-06-20,TRV,175.56,4.831009692720149,0
2022-02-25,GPS,14.75,7.094341309914642,0
2022-02-25,KR,46.46,7.116387448840382,1
2022-02-25,KSS,56.88,5.299385665529011,1
2022-02-25,AFL,61.95,7.943529974231548,0
2022-02-25,PFG,71.69,5.041281317982938,0
2022-02-25,BBY,95.83,6.862735888922427,1
2022-02-25,PGR,107.24,5.396194827255958,1
2022-02-25,RJF,112.29,6.706271609538003,0
2022-02-25,UHS,144.82,5.277298701800079,0
2022-02-25,JPM,147.97,5.765115064190112,0
2022-02-25,TRV,173.44,5.361302408167795,0
2022-02-25,HUM,432.66,5.885575329735663,0
2022-07-06,UA,7.66,6.785997775298835,1
2022-07-06,UAA,8.52,6.785997775298835,1
2022-07-06,CMG,26.85,6.897022944533539,1
2022-07-06,KSS,27.37,6.370152380952381,1
2022-07-06,WMT,41.71,4.8706457001324805,1
2022-07-06,KR,47.4,6.0867092943594425,0
2022-07-06,AIG,50.98,5.669433108046779,1
2022-07-06,AFL,55.94,6.934970185185185,1
2022-07-06,HIG,65.39,6.3008061607813675,0
